CPU (%):
(89.791, 165.600)
(89.997, 126.700)
(90.202, 234.400)
(90.406, 125.900)
(90.613, 150.000)
(90.819, 136.500)
(91.025, 155.900)
(91.230, 131.700)
(91.443, 189.600)
(91.648, 123.300)
(91.859, 132.500)
(92.071, 195.300)
(92.280, 136.100)
(92.486, 155.700)
(92.698, 194.900)
(92.903, 126.700)
(93.109, 166.100)
(93.313, 112.100)
(93.518, 151.800)
(93.729, 130.800)
(93.936, 170.700)
(94.147, 147.000)
(94.357, 136.200)
(94.570, 163.000)
(94.779, 106.900)
(94.985, 190.200)
(95.190, 114.300)
(95.400, 164.800)
(95.612, 151.700)
(95.823, 151.900)
(96.034, 125.300)
(96.242, 161.600)
(96.452, 160.900)
(96.663, 161.300)
(96.874, 123.600)
(97.084, 175.700)
(97.295, 123.400)
(97.506, 189.600)
(97.716, 104.300)
(97.927, 151.700)
(98.138, 137.500)
(98.350, 175.200)
(98.561, 147.200)
(98.771, 123.300)
(98.982, 200.400)
(99.197, 105.300)
(99.405, 198.500)
(99.617, 104.300)
(99.828, 174.500)
(100.040, 147.000)
(100.251, 142.300)
(100.462, 175.500)
(100.673, 108.900)
(100.884, 184.800)
(101.095, 136.700)
(101.307, 147.000)
(101.518, 133.300)
(101.728, 189.700)
(101.939, 142.300)
(102.150, 127.800)
(102.361, 170.700)
(102.572, 131.800)
(102.784, 123.000)
(102.996, 199.200)
(103.206, 119.300)
(103.416, 189.400)
(103.622, 128.100)
(103.833, 140.600)
(104.046, 179.500)
(104.252, 128.200)
(104.463, 199.100)
(104.674, 148.400)
(104.882, 177.000)
(105.091, 151.800)
(105.302, 131.500)
(105.516, 167.300)
(105.725, 129.400)
(105.933, 153.200)
(106.142, 127.900)
(106.353, 202.400)
(106.566, 118.500)
(106.776, 146.100)
(106.989, 158.100)
(107.197, 133.100)
(107.408, 148.100)
(107.617, 132.800)
(107.828, 175.400)
(108.039, 122.700)
(108.251, 191.200)
(108.465, 135.400)
(108.672, 147.000)
(108.883, 119.800)
(109.092, 151.600)
(109.302, 189.700)
(109.513, 123.200)
(109.724, 189.600)
(109.935, 131.600)
(110.148, 169.500)
(110.361, 132.700)
(110.572, 151.700)
(110.782, 175.600)
(110.993, 123.300)
(111.204, 151.100)
(111.409, 165.800)
(111.620, 142.300)
(111.831, 199.200)
(112.042, 123.100)
(112.253, 181.200)
(112.463, 123.400)
(112.674, 185.200)
(112.884, 110.200)
(113.093, 141.600)
(113.305, 133.000)
(113.515, 157.800)
(113.724, 141.300)
(113.937, 161.100)
(114.148, 129.400)
(114.356, 151.800)
(114.567, 148.400)
(114.776, 146.800)
(114.987, 175.300)
(115.193, 166.100)
(115.403, 119.900)
(115.612, 184.400)
(115.818, 121.500)
(116.024, 175.600)
(116.234, 132.800)
(116.445, 128.100)
(116.656, 165.500)
(116.868, 126.600)
(117.081, 213.200)
(117.297, 121.700)
(117.502, 209.600)
(117.707, 113.900)
(117.918, 233.400)
(118.123, 117.100)
(118.337, 203.700)
(118.548, 123.300)
(118.759, 128.200)
(118.970, 182.200)
(119.178, 120.500)
(119.386, 136.600)
(119.591, 160.900)
(119.796, 143.300)
(120.005, 156.500)
(120.216, 126.000)
(120.430, 181.400)
(120.639, 123.500)
(120.850, 170.700)
(121.061, 128.100)
(121.272, 137.600)
(121.483, 182.500)
(121.691, 123.300)
(121.902, 208.700)
(122.108, 102.500)
(122.313, 158.100)
(122.521, 131.400)
(122.727, 140.600)
(122.933, 204.300)
(123.139, 131.500)
(123.352, 150.200)
(123.558, 170.900)
(123.769, 140.000)
(123.983, 153.400)
(124.192, 187.000)
(124.400, 121.900)
(124.605, 195.100)
(124.810, 161.300)
(125.021, 131.500)
(125.226, 175.300)
(125.432, 111.900)
(125.637, 172.700)
(125.846, 147.000)
(126.057, 156.500)
(126.268, 123.800)
(126.478, 160.300)
(126.683, 190.600)
(126.888, 132.200)
(127.100, 194.500)
(127.311, 109.100)
(127.522, 134.200)
(127.730, 172.500)
(127.939, 129.400)
(128.147, 175.600)
(128.358, 161.300)
(128.569, 165.100)
(128.781, 166.000)
(128.992, 113.900)
(129.203, 169.800)
(129.415, 131.000)
(129.621, 180.000)
(129.826, 118.800)
(130.037, 131.600)
(130.242, 158.300)
(130.450, 114.800)
(130.659, 182.600)
(130.873, 156.200)
(131.084, 126.400)
(131.290, 195.100)
(131.495, 119.300)
(131.705, 124.700)
(131.913, 199.400)
(132.119, 119.100)
(132.329, 175.200)
(132.534, 128.100)
(132.745, 113.900)
(132.956, 187.600)
(133.169, 115.000)
(133.377, 180.500)
(133.582, 151.900)
(133.793, 128.000)
(134.004, 132.400)
(134.215, 165.100)
(134.421, 107.300)
(134.626, 189.800)
(134.832, 132.100)
(135.044, 177.300)
(135.252, 104.400)
(135.463, 157.000)
(135.674, 147.100)
(135.884, 137.400)
(136.095, 170.800)
(136.306, 127.900)
(136.517, 219.300)
(136.722, 124.900)
(136.939, 167.400)
(137.148, 128.100)
(137.359, 163.000)
(137.567, 126.900)
(137.772, 151.000)
(137.984, 161.200)
(138.195, 139.500)
(138.410, 175.400)
(138.621, 104.300)
(138.832, 142.100)
(139.043, 136.900)
(139.256, 168.300)
(139.468, 156.500)
(139.679, 128.100)
(139.890, 204.000)
(140.096, 121.500)
(140.301, 159.200)
(140.515, 196.500)
(140.724, 109.100)
(140.934, 155.600)
(141.140, 156.800)
(141.350, 182.300)
(141.559, 109.000)
(141.770, 142.300)
(141.981, 166.100)
(142.192, 150.000)
(142.398, 136.800)
(142.603, 194.900)
(142.808, 123.300)
(143.019, 121.600)
(143.225, 187.000)
(143.433, 126.500)
(143.639, 136.400)
(143.844, 178.300)
(144.052, 153.400)
(144.260, 121.600)
(144.466, 186.800)
(144.674, 149.100)
(144.882, 121.900)
(145.087, 182.900)
(145.295, 139.100)
(145.504, 126.300)
(145.710, 172.600)
(145.918, 105.500)
(146.127, 201.400)
(146.335, 112.100)
(146.540, 147.100)
(146.751, 179.900)
(146.957, 116.300)
(147.163, 160.600)
(147.369, 126.400)
(147.574, 187.100)
(147.783, 128.000)
(147.994, 122.000)
(148.199, 170.700)
(148.410, 136.100)
(148.616, 189.600)
(148.821, 127.900)
(149.032, 155.100)
(149.239, 182.200)
(149.447, 117.000)
(149.652, 155.700)
(149.858, 147.100)
(150.069, 155.200)
(150.275, 180.200)
(150.480, 107.100)
(150.686, 142.500)
(150.896, 213.600)
(151.102, 123.400)
(151.313, 132.600)
(151.524, 187.000)
(151.733, 134.100)
(151.941, 180.100)
(152.152, 131.900)
(152.365, 129.200)
(152.574, 166.000)
(152.784, 137.400)
(152.996, 163.000)
(153.204, 137.600)
(153.415, 151.400)
(153.620, 146.100)
(153.825, 147.100)
(154.036, 164.000)
(154.249, 156.400)
(154.460, 170.800)
(154.665, 108.200)
(154.878, 170.700)
(155.089, 137.500)
(155.299, 180.400)
(155.504, 136.500)
(155.709, 174.900)
(155.921, 126.700)
(156.126, 141.300)
(156.332, 199.100)
(156.543, 114.500)
(156.752, 186.600)
(156.961, 144.000)
(157.169, 121.400)
(157.376, 175.500)
(157.581, 151.100)
(157.786, 121.800)
(157.991, 209.800)
(158.196, 121.900)
(158.401, 136.600)
(158.606, 195.200)
(158.811, 126.700)
(159.016, 126.700)
(159.221, 204.600)
(159.426, 112.300)
(159.631, 190.100)
(159.836, 180.600)
(160.041, 121.800)
(160.247, 175.400)
(160.452, 112.300)
(160.657, 146.400)
(160.862, 165.800)
(161.073, 126.200)
(161.279, 161.000)
(161.484, 133.000)
(161.694, 129.500)
(161.903, 151.800)
(162.114, 143.800)
(162.322, 140.900)
(162.528, 197.900)
(162.735, 111.800)
(162.941, 206.200)
(163.150, 133.000)
(163.360, 155.600)
(163.566, 133.200)
(163.776, 136.400)
(163.981, 170.300)
(164.187, 150.300)
(164.393, 203.500)
(164.599, 121.600)
(164.805, 185.700)
(165.010, 116.200)
(165.217, 126.000)
(165.423, 159.700)
(165.629, 125.600)
(165.836, 157.200)
(166.046, 121.500)
(166.252, 165.000)
(166.458, 180.100)
(166.663, 116.400)
(166.870, 203.400)
(167.076, 111.900)
(167.282, 165.200)
(167.488, 200.000)
(167.693, 106.800)
(167.899, 189.600)
(168.104, 150.800)
(168.310, 125.400)
(168.517, 116.700)
(168.723, 213.800)
(168.929, 136.100)
(169.134, 189.600)
(169.340, 102.400)
(169.545, 141.100)
(169.751, 169.800)
(169.957, 127.000)
(170.161, 189.700)
(170.367, 126.700)
(170.572, 161.400)
(170.783, 126.300)
(170.989, 156.300)
(171.200, 131.200)
(171.406, 183.500)
(171.613, 156.300)
(171.818, 104.600)
(172.028, 175.100)
(172.233, 140.900)
(172.439, 139.100)
(172.648, 139.000)
(172.856, 165.700)
(173.068, 126.500)
(173.273, 155.700)
(173.479, 163.900)
(173.686, 121.300)
(173.892, 180.000)
(174.103, 125.900)
(174.310, 185.700)
(174.515, 145.700)
(174.721, 165.300)
(174.926, 130.400)
(175.133, 141.200)
(175.339, 165.700)
(175.544, 134.000)
(175.753, 159.700)
(175.959, 170.100)
(176.166, 135.500)
(176.372, 188.900)
(176.578, 107.300)
(176.783, 129.400)
(176.992, 179.400)
(177.198, 110.200)
(177.407, 165.200)
(177.613, 201.100)
(177.822, 107.300)
(178.027, 180.100)
(178.232, 141.000)
(178.438, 136.400)
(178.643, 170.400)
(178.848, 125.900)
(179.055, 136.700)
(179.260, 136.600)
(179.465, 175.700)
(179.675, 137.800)
(179.886, 123.200)
(180.097, 160.100)
(180.303, 137.600)
(180.514, 119.900)
(180.722, 131.200)
(180.928, 208.800)
(181.134, 126.800)
(181.339, 172.600)
(181.547, 116.600)
(181.753, 143.700)
(181.962, 170.200)
(182.168, 145.900)
(182.373, 158.200)
(182.582, 180.900)
(182.792, 104.500)
(183.003, 138.900)
(183.211, 143.700)
(183.420, 184.800)
(183.625, 146.100)
(183.831, 155.600)
(184.037, 165.900)
(184.248, 129.200)
(184.456, 195.000)
(184.662, 116.500)
(184.868, 189.800)
(185.073, 146.000)
(185.279, 126.900)
(185.484, 174.500)
(185.690, 140.300)
(185.896, 155.200)
(186.103, 219.800)
(186.307, 116.700)
(186.513, 186.900)
(186.722, 107.100)
(186.927, 158.000)
(187.136, 204.600)
(187.341, 102.600)
(187.546, 179.100)
(187.752, 111.800)
(187.958, 155.700)
(188.164, 180.100)
(188.369, 116.900)
(188.574, 199.600)
(188.780, 121.200)
(188.986, 126.400)
(189.192, 190.500)
(189.396, 121.400)
(189.602, 170.800)
(189.807, 136.200)
(190.013, 135.500)
(190.219, 179.200)
(190.426, 131.000)
(190.632, 155.900)
(190.837, 148.700)
(191.046, 136.100)
(191.251, 154.700)
(191.459, 152.100)
(191.669, 162.400)
(191.878, 184.700)
(192.084, 134.900)
(192.292, 196.400)
(192.500, 109.300)
(192.711, 139.700)
(192.918, 185.200)
(193.123, 117.200)
(193.328, 175.000)
(193.534, 156.600)
(193.744, 106.900)
(193.950, 200.400)
(194.155, 130.100)
(194.362, 131.700)
(194.567, 155.900)
(194.773, 141.400)
(194.978, 175.000)
(195.183, 105.500)
(195.392, 146.900)
(195.603, 160.700)
(195.808, 121.800)
(196.014, 180.200)
(196.219, 155.600)
(196.425, 121.700)
(196.630, 165.800)
(196.835, 141.000)
(197.041, 165.100)
(197.247, 184.100)
(197.453, 136.400)
(197.658, 144.400)
(197.866, 141.100)
(198.072, 153.500)
(198.280, 131.200)
(198.486, 180.500)
(198.691, 136.200)
(198.897, 164.500)
(199.103, 131.000)
(199.309, 217.500)
(199.516, 136.300)
(199.722, 180.300)
(199.927, 125.900)
(200.133, 130.800)
(200.340, 183.700)
(200.547, 102.500)
(200.752, 179.900)
(200.957, 136.100)
(201.163, 139.100)
(201.371, 163.000)
(201.580, 146.200)
(201.785, 180.700)
(201.990, 126.100)
(202.196, 176.000)
(202.401, 136.100)
(202.607, 194.800)
(202.812, 142.600)
(203.022, 134.200)
(203.231, 194.600)
(203.442, 126.300)
(203.648, 175.100)
(203.853, 137.600)
(204.064, 176.700)
(204.273, 124.000)
(204.483, 155.500)
(204.689, 129.400)
(204.898, 170.600)
(205.108, 135.900)
(205.314, 151.400)
(205.519, 126.500)
(205.725, 169.900)
(205.931, 136.100)
(206.136, 133.000)
(206.347, 199.600)
(206.552, 131.500)
(206.758, 121.600)
(206.963, 196.600)
(207.172, 132.100)
(207.384, 194.700)
(207.589, 106.400)
(207.796, 136.300)
(208.001, 180.200)
(208.207, 131.400)
(208.412, 182.100)
(208.621, 111.900)
(208.827, 153.100)
(209.035, 165.600)
(209.241, 160.600)
(209.446, 139.000)
(209.655, 136.500)
(209.860, 174.600)
(210.066, 119.800)
(210.275, 113.800)
(210.487, 184.400)
(210.697, 137.600)
(210.908, 165.700)
(211.120, 122.900)
(211.331, 162.900)
(211.540, 178.700)
(211.747, 117.000)
(211.952, 182.000)
(212.161, 170.000)
(212.367, 111.300)
(212.573, 189.100)
(212.779, 150.100)
(212.993, 115.000)
(213.201, 132.800)
(213.412, 201.400)
(213.621, 110.300)
(213.829, 153.300)
(214.038, 203.500)
(214.249, 99.600)
(214.460, 176.400)
(214.670, 121.300)
(214.884, 165.300)
(215.096, 166.000)
(215.307, 143.900)
(215.515, 180.300)
(215.726, 111.400)
(215.932, 153.200)
(216.141, 170.800)
(216.346, 107.200)
(216.551, 206.400)
(216.759, 127.200)
(216.964, 151.100)
(217.169, 165.600)
(217.374, 126.800)
(217.579, 165.300)
(217.785, 129.900)
(217.993, 184.800)
(218.199, 112.200)
(218.404, 135.800)
(218.610, 178.900)
(218.817, 136.200)
(219.022, 194.700)
(219.228, 126.200)
(219.434, 175.000)
(219.639, 110.400)
(219.848, 166.000)
(220.053, 146.300)
(220.258, 138.200)
(220.468, 147.800)
(220.678, 145.800)
(220.883, 194.900)
(221.088, 126.300)
(221.294, 155.500)
(221.500, 145.100)
(221.707, 131.300)
(221.912, 160.500)
(222.118, 165.200)
(222.324, 104.300)
(222.535, 179.700)
(222.741, 150.200)
(222.947, 126.800)
(223.152, 170.400)
(223.357, 121.500)
(223.563, 140.800)
(223.769, 172.300)
(223.978, 121.800)
(224.183, 194.400)
(224.389, 109.800)
(224.598, 213.700)
(224.809, 124.700)
(225.018, 140.600)
(225.224, 180.000)
(225.429, 145.300)
(225.636, 189.800)
(225.847, 131.900)
(226.059, 184.300)
(226.265, 107.000)
(226.471, 182.300)
(226.679, 102.000)
(226.885, 170.000)
(227.091, 132.500)
(227.302, 180.600)
(227.507, 151.900)
(227.718, 116.000)
(227.925, 190.300)
(228.135, 110.300)
(228.343, 163.100)
(228.552, 126.500)
(228.757, 163.800)
(228.965, 136.400)
(229.170, 137.600)
(229.381, 172.600)
(229.590, 141.300)
(229.795, 173.300)
(230.002, 131.600)
(230.208, 215.900)
(230.416, 129.200)
(230.625, 180.100)
(230.831, 178.400)
(231.038, 104.500)
(231.249, 179.100)
(231.455, 131.700)
(231.660, 160.600)
(231.866, 150.300)
(232.072, 101.700)
(232.279, 179.400)
(232.485, 190.100)
(232.690, 121.700)
(232.895, 184.700)
(233.101, 153.500)
(233.310, 126.500)
(233.515, 210.000)
(233.720, 124.700)
(233.929, 133.600)
(234.138, 199.400)
(234.344, 122.000)
(234.549, 169.600)
(234.755, 136.100)
(234.961, 131.400)
(235.166, 172.400)
(235.375, 136.100)
(235.581, 136.000)
(235.787, 185.600)
(235.991, 107.200)
(236.197, 165.700)
(236.402, 194.500)
(236.607, 175.000)
(236.813, 161.800)
(237.023, 119.800)
(237.232, 161.600)
(237.442, 124.700)
(237.651, 184.600)
(237.857, 116.800)
(238.062, 179.900)
(238.268, 126.300)
(238.474, 201.500)
(238.682, 135.700)
(238.889, 146.400)
(239.093, 199.300)
(239.299, 126.300)
(239.505, 185.300)
(239.710, 105.600)
(239.918, 177.500)
(240.127, 121.500)
(240.333, 128.800)
(240.550, 156.800)
(240.760, 147.200)
(240.971, 161.300)
(241.182, 142.300)
(241.393, 127.300)
(241.605, 182.100)
(241.815, 135.400)
(242.020, 180.900)
(242.225, 123.500)
(242.436, 136.500)
(242.648, 156.300)
(242.859, 136.100)
(243.065, 195.400)
(243.270, 105.600)
(243.478, 156.600)
(243.689, 237.800)
(243.899, 105.200)
(244.108, 128.200)
(244.319, 184.700)
(244.530, 104.600)
(244.740, 208.600)
(244.946, 143.900)
(245.155, 132.900)
(245.365, 191.700)
(245.574, 124.300)
(245.783, 114.700)
(245.992, 190.400)
(246.202, 116.900)
(246.408, 177.400)
(246.616, 105.000)
(246.826, 143.800)
(247.035, 181.500)
(247.244, 106.600)
(247.450, 164.800)
(247.656, 164.800)
(247.863, 128.000)
(248.074, 195.300)
(248.278, 114.000)
(248.489, 151.800)
(248.700, 184.900)
(248.911, 108.900)
(249.122, 220.700)
(249.330, 101.500)
(249.537, 145.600)
(249.743, 165.600)
(249.948, 130.700)
(250.155, 166.200)
(250.366, 146.400)
(250.571, 190.100)
(250.776, 132.700)
(250.987, 160.900)
(251.192, 170.500)
(251.397, 138.400)
(251.607, 175.500)
(251.817, 112.200)
(252.022, 166.000)
(252.227, 146.500)
(252.439, 147.100)
(252.650, 142.500)
(252.860, 146.200)
(253.065, 179.900)
(253.277, 122.500)
(253.489, 156.200)
(253.694, 122.600)
(253.906, 161.400)
(254.116, 132.900)
(254.327, 165.300)
(254.533, 178.700)
(254.746, 128.100)
(254.956, 216.000)
(255.165, 120.500)
(255.372, 147.600)
(255.582, 184.700)
(255.788, 136.400)
(255.993, 185.200)
(256.204, 99.700)
(256.414, 153.500)
(256.623, 166.300)
(256.833, 123.400)
(257.044, 142.300)
(257.255, 132.900)
(257.465, 167.900)
(257.674, 121.000)
(257.880, 134.300)
(258.089, 181.700)
(258.298, 142.400)
(258.509, 132.900)
(258.720, 139.100)
(258.928, 166.000)
(259.139, 131.800)
(259.344, 194.100)
(259.555, 110.300)
(259.764, 135.800)
(259.970, 158.400)
(260.178, 146.500)
(260.390, 148.700)
(260.598, 132.400)
(260.810, 172.700)
(261.018, 128.500)
(261.228, 161.300)
(261.435, 149.100)
(261.641, 161.400)
(261.851, 128.300)
(262.062, 160.400)
(262.267, 131.600)
(262.473, 126.800)
(262.678, 182.400)
(262.886, 146.400)
(263.091, 180.800)
(263.301, 119.900)
(263.510, 129.600)
(263.718, 208.300)
(263.924, 125.000)
(264.132, 204.400)
(264.338, 107.000)
